SqFt,Bedrooms,Bathrooms,AgeYears,GarageSpaces,LotSize,OverallQuality,DistanceToCityKm,Neighborhood,SalePrice,RoomsTotal,QualityPerAge
2410.0,3,3.3,11.0,1.0,7441.0,5,8.0,Suburb,381506.0,6.3,0.4166666666666667
2025.0,1,1.2,6.0,2.0,3026.0,5,10.2,Suburb,276268.0,2.2,0.7142857142857143
1667.0,3,1.9,44.0,3.0,5827.0,8,1.4,Suburb,347750.0,4.9,0.17777777777777778
2170.0,1,1.2,1.0,2.0,3895.0,10,8.0,Downtown,434076.0,2.2,5.0
2845.0,5,3.6,49.0,2.0,8153.0,4,0.4,Suburb,406504.0,8.6,0.08
1727.0,5,3.2,36.0,1.0,5679.0,9,2.8,Suburb,316935.0,8.2,0.24324324324324326
1264.0,3,2.4,7.0,2.0,2202.0,7,20.3,Rural,213653.0,5.4,0.875
2409.0,4,2.6,31.0,0.0,7923.0,7,1.5,Suburb,369237.0,6.6,0.21875
1734.0,3,2.1,1.0,0.0,3315.0,3,0.5,Rural,220013.0,5.1,1.5
605.0,4,2.6,68.0,1.0,2085.0,4,4.7,Suburb,148114.0,6.6,0.057971014492753624
2266.0,4,2.2,15.0,1.0,4185.0,7,15.2,Suburb,367542.0,6.2,0.4375
1506.0,5,3.6,7.0,2.0,5110.0,5,0.6,Rural,262738.0,8.6,0.625
1750.0,3,2.6,9.0,2.0,2316.0,3,3.5,Suburb,253845.0,5.6,0.3
1983.0,4,3.2,1.0,2.0,5615.0,1,18.4,Downtown,360617.0,7.2,0.5
1905.0,3,2.7,91.0,2.0,4617.0,7,1.0,Downtown,353096.0,5.7,0.07608695652173914
2190.0,5,3.7,1.0,2.0,5035.0,6,3.0,Rural,303469.0,8.7,3.0
1560.0,1,1.0,21.0,1.0,2674.0,10,12.1,Suburb,288532.0,2.0,0.45454545454545453
2082.0,4,3.3,12.0,2.0,5877.0,7,6.3,Rural,337651.0,7.3,0.5384615384615384
1657.0,4,2.2,59.0,1.0,2716.0,2,14.3,Downtown,258460.0,6.2,0.03333333333333333
2206.0,4,2.4,6.0,0.0,5452.0,4,0.9,Downtown,365193.0,6.4,0.5714285714285714
2138.0,2,1.2,15.0,3.0,3811.0,2,20.3,Downtown,315373.0,3.2,0.125
1286.0,5,4.0,13.0,0.0,4370.0,8,21.9,Suburb,296217.0,9.0,0.5714285714285714
2397.0,2,2.2,24.0,0.0,3034.0,7,1.4,Suburb,346038.0,4.2,0.28
1505.0,4,3.1,1.0,2.0,2497.0,1,0.3,Suburb,249110.0,7.1,0.5
2244.0,2,2.2,4.0,1.0,3943.0,2,36.7,Suburb,273567.0,4.2,0.4
2002.0,3,1.9,5.0,2.0,4309.0,2,5.3,Waterfront,366887.0,4.9,0.3333333333333333
2811.0,3,2.5,27.0,1.0,4878.0,4,6.8,Suburb,365657.0,5.5,0.14285714285714285
1677.0,3,2.2,4.0,1.0,3908.0,3,7.7,Suburb,269442.0,5.2,0.6
1608.0,2,2.1,17.0,1.0,5156.0,1,12.5,Rural,162305.0,4.1,0.05555555555555555
1789.0,2,1.6,5.0,1.0,5077.0,2,13.4,Suburb,246580.0,3.6,0.3333333333333333
1633.0,3,2.1,40.0,1.0,4138.0,9,1.7,Suburb,307125.0,5.1,0.21951219512195122
2240.0,4,3.2,57.0,2.0,3147.0,1,2.2,Rural,229617.0,7.2,0.017241379310344827
911.0,4,3.3,15.0,2.0,2547.0,9,16.8,Waterfront,357538.0,7.3,0.5625
1220.0,2,1.4,9.0,3.0,1931.0,7,13.7,Downtown,276833.0,3.4,0.7
1213.0,3,2.3,5.0,0.0,3649.0,2,7.7,Waterfront,306868.0,5.3,0.3333333333333333
2323.0,2,1.2,1.0,2.0,4124.0,2,41.9,Suburb,272582.0,3.2,1.0
2741.0,1,1.0,6.0,2.0,5918.0,5,10.6,Downtown,445260.0,2.0,0.7142857142857143
1743.0,4,3.0,21.0,3.0,3497.0,5,1.9,Suburb,334987.0,7.0,0.22727272727272727
1707.0,4,3.2,15.0,0.0,5420.0,4,15.0,Waterfront,409198.0,7.2,0.25
1839.0,2,1.8,58.0,2.0,2742.0,10,4.3,Suburb,314429.0,3.8,0.1694915254237288
2439.0,2,1.0,10.0,2.0,6100.0,10,0.3,Suburb,398754.0,3.0,0.9090909090909091
1290.0,1,1.0,24.0,1.0,1969.0,3,3.1,Suburb,204158.0,2.0,0.12
1931.0,4,1.8,13.0,2.0,5447.0,4,11.5,Downtown,356973.0,5.8,0.2857142857142857
2336.0,5,4.2,14.0,0.0,7666.0,10,25.8,Downtown,488447.0,9.2,0.6666666666666666
2076.0,2,1.2,6.0,2.0,4566.0,4,2.6,Downtown,333596.0,3.2,0.5714285714285714
1904.0,2,2.3,12.0,3.0,4422.0,2,2.3,Downtown,334661.0,4.3,0.15384615384615385
2351.0,4,3.4,13.0,2.0,7836.0,5,6.6,Downtown,458905.0,7.4,0.35714285714285715
500.0,5,3.0,25.0,1.0,1199.0,5,13.4,Downtown,190966.0,8.0,0.19230769230769232
2173.0,3,1.7,56.0,0.0,5045.0,5,11.0,Suburb,303326.0,4.7,0.08771929824561403
1440.0,2,1.9,8.0,3.0,3643.0,10,6.6,Downtown,355652.0,3.9,1.1111111111111112
793.0,1,1.0,1.0,2.0,2209.0,1,8.0,Suburb,133284.0,2.0,0.5
2081.0,3,2.4,14.0,0.0,3009.0,6,2.2,Rural,265171.0,5.4,0.4
2556.0,3,2.1,16.0,2.0,7894.0,2,4.5,Suburb,380322.0,5.1,0.11764705882352941
1724.0,1,1.0,4.0,2.0,3796.0,7,2.4,Suburb,279160.0,2.0,1.4
2324.0,3,1.2,29.0,0.0,3176.0,4,17.3,Downtown,359483.0,4.2,0.13333333333333333
2687.0,1,1.2,84.0,1.0,8083.0,5,1.0,Downtown,413870.0,2.2,0.058823529411764705
2523.0,4,2.6,58.0,2.0,5215.0,5,9.1,Downtown,397378.0,6.6,0.0847457627118644
2702.0,3,2.0,4.0,2.0,3866.0,5,2.4,Downtown,477548.0,5.0,1.0
2208.0,1,1.4,42.0,2.0,5868.0,2,5.2,Downtown,377239.0,2.4,0.046511627906976744
1841.0,3,2.9,24.0,2.0,5936.0,5,2.8,Downtown,347636.0,5.9,0.2
919.0,3,2.2,12.0,2.0,2979.0,3,3.1,Downtown,210882.0,5.2,0.23076923076923078
1665.0,5,3.3,16.0,2.0,5665.0,4,2.4,Downtown,340359.0,8.3,0.23529411764705882
1336.0,3,2.6,38.0,2.0,4269.0,2,11.2,Suburb,254256.0,5.6,0.05128205128205128
2994.0,3,1.6,13.0,0.0,3608.0,4,3.6,Downtown,430098.0,4.6,0.2857142857142857
1703.0,4,3.0,9.0,2.0,3533.0,9,10.4,Suburb,306930.0,7.0,0.9
1868.0,3,2.6,14.0,1.0,5758.0,8,4.9,Suburb,370354.0,5.6,0.5333333333333333
2103.0,5,3.8,17.0,2.0,4295.0,3,6.3,Suburb,340342.0,8.8,0.16666666666666666
1824.0,3,1.3,4.0,2.0,4712.0,1,6.3,Downtown,354368.0,4.3,0.2
2732.0,3,1.9,46.0,1.0,7088.0,1,29.8,Rural,275909.0,4.9,0.02127659574468085
1458.0,2,1.3,22.0,3.0,2974.0,6,3.7,Suburb,267734.0,3.3,0.2608695652173913
1907.0,3,2.3,20.0,0.0,6256.0,3,1.9,Downtown,354203.0,5.3,0.14285714285714285
1392.0,4,3.1,2.0,2.0,3282.0,4,19.4,Rural,195606.0,7.1,1.3333333333333333
1074.0,4,3.6,19.0,0.0,2437.0,1,1.5,Waterfront,297317.0,7.6,0.05
1464.0,2,1.5,3.0,3.0,5116.0,8,14.4,Downtown,373055.0,3.5,2.0
1780.0,2,1.5,2.0,0.0,4156.0,1,1.3,Downtown,267216.0,3.5,0.3333333333333333
1564.0,4,3.5,15.0,0.0,2519.0,5,8.6,Rural,232549.0,7.5,0.3125
1419.0,5,3.6,10.0,1.0,3377.0,6,1.3,Rural,213440.0,8.6,0.5454545454545454
1027.0,2,2.3,18.0,1.0,3155.0,2,20.5,Downtown,248997.0,4.3,0.10526315789473684
1754.0,3,2.4,2.0,1.0,5239.0,7,6.7,Downtown,403449.0,5.4,2.3333333333333335
972.0,3,1.7,11.0,2.0,2929.0,7,3.2,Suburb,220432.0,4.7,0.5833333333333334
2218.0,4,2.2,4.0,1.0,6274.0,1,1.2,Suburb,332980.0,6.2,0.2
1845.0,2,1.0,87.0,0.0,3293.0,4,3.7,Suburb,261605.0,3.0,0.045454545454545456
998.0,2,2.0,16.0,1.0,3176.0,4,9.8,Suburb,191788.0,4.0,0.23529411764705882
1630.0,4,3.5,23.0,2.0,5306.0,5,3.9,Suburb,283954.0,7.5,0.20833333333333334
1386.0,2,2.6,8.0,2.0,2282.0,1,2.3,Rural,178767.0,4.6,0.1111111111111111
1976.0,3,2.7,2.0,2.0,2964.0,1,6.9,Downtown,320068.0,5.7,0.3333333333333333
2537.0,3,2.9,74.0,2.0,8737.0,7,4.3,Downtown,448770.0,5.9,0.09333333333333334
769.0,3,2.0,7.0,1.0,2459.0,9,1.5,Rural,212190.0,5.0,1.125
1863.0,3,1.7,11.0,0.0,6063.0,1,1.3,Rural,201771.0,4.7,0.08333333333333333
1712.0,3,2.7,21.0,1.0,5545.0,2,9.8,Suburb,270342.0,5.7,0.09090909090909091
2169.0,2,1.9,1.0,2.0,5305.0,6,29.4,Suburb,335956.0,3.9,3.0
1917.0,3,2.4,33.0,3.0,5150.0,6,2.1,Downtown,388844.0,5.4,0.17647058823529413
1386.0,4,3.1,15.0,2.0,3402.0,2,11.9,Suburb,259040.0,7.1,0.125
1625.0,4,3.1,7.0,0.0,2141.0,9,0.7,Suburb,311352.0,7.1,1.125
1362.0,2,2.3,1.0,0.0,3970.0,4,3.8,Downtown,239757.0,4.3,2.0
2392.0,2,2.3,4.0,1.0,5651.0,7,5.7,Downtown,431627.0,4.3,1.4
1812.0,3,2.6,45.0,2.0,4874.0,6,2.5,Suburb,326048.0,5.6,0.13043478260869565
2846.0,3,2.7,23.0,0.0,6705.0,3,6.0,Downtown,442274.0,5.7,0.125
1767.0,3,2.6,6.0,3.0,4119.0,8,17.1,Suburb,326030.0,5.6,1.1428571428571428
1410.0,4,2.7,1.0,1.0,2249.0,7,23.1,Downtown,313845.0,6.7,3.5
967.0,2,2.1,23.0,3.0,1780.0,9,0.8,Suburb,261894.0,4.1,0.375
808.0,1,1.0,17.0,2.0,1265.0,3,2.5,Downtown,155716.0,2.0,0.16666666666666666
929.0,3,2.8,10.0,2.0,1533.0,1,31.0,Rural,122853.0,5.8,0.09090909090909091
1947.0,4,2.3,9.0,2.0,6693.0,2,2.5,Suburb,316369.0,6.3,0.2
2080.0,2,1.8,5.0,2.0,3228.0,1,9.4,Suburb,280476.0,3.8,0.16666666666666666
930.0,4,2.5,22.0,2.0,1692.0,5,2.3,Rural,136205.0,6.5,0.21739130434782608
2292.0,3,2.6,71.0,2.0,5864.0,10,3.5,Suburb,411182.0,5.6,0.1388888888888889
1534.0,4,2.9,4.0,2.0,3994.0,2,1.7,Downtown,309103.0,6.9,0.4
1881.0,4,2.1,18.0,3.0,2923.0,3,15.5,Suburb,289131.0,6.1,0.15789473684210525
2687.0,3,2.5,11.0,2.0,8130.0,8,17.1,Suburb,464807.0,5.5,0.6666666666666666
2293.0,2,1.4,12.0,2.0,6893.0,10,2.8,Rural,334796.0,3.4,0.7692307692307693
1652.0,3,2.7,6.0,2.0,2884.0,5,13.9,Suburb,252368.0,5.7,0.7142857142857143
1310.0,2,1.7,35.0,1.0,2442.0,4,3.5,Downtown,252083.0,3.7,0.1111111111111111
617.0,4,3.1,13.0,0.0,2071.0,5,0.8,Downtown,229414.0,7.1,0.35714285714285715
1404.0,4,2.4,16.0,2.0,4351.0,10,11.4,Suburb,316715.0,6.4,0.5882352941176471
1684.0,4,2.6,7.0,2.0,4724.0,6,7.3,Suburb,346253.0,6.6,0.75
1257.0,4,2.7,4.0,2.0,1746.0,7,2.6,Suburb,254180.0,6.7,1.4
1728.0,3,2.7,2.0,1.0,3736.0,9,2.3,Suburb,358966.0,5.7,3.0
1842.0,2,2.5,25.0,2.0,4580.0,1,29.7,Waterfront,361133.0,4.5,0.038461538461538464
1676.0,4,2.5,4.0,2.0,2734.0,4,15.9,Suburb,275372.0,6.5,0.8
1442.0,3,2.8,23.0,0.0,3217.0,9,13.3,Downtown,333507.0,5.8,0.375
1893.0,4,1.8,10.0,2.0,4888.0,5,1.1,Downtown,356847.0,5.8,0.45454545454545453
2043.0,3,1.7,11.0,2.0,3990.0,8,11.3,Downtown,390404.0,4.7,0.6666666666666666
1200.0,2,1.2,13.0,1.0,3595.0,1,1.9,Downtown,240906.0,3.2,0.07142857142857142
2576.0,5,2.8,9.0,2.0,8071.0,4,30.3,Downtown,440767.0,7.8,0.4
1746.0,2,1.0,2.0,2.0,3395.0,9,0.4,Downtown,378172.0,3.0,3.0
1810.0,5,3.7,7.0,1.0,5663.0,1,3.5,Downtown,360592.0,8.7,0.125
2190.0,5,3.4,22.0,0.0,3150.0,1,4.5,Downtown,307542.0,8.4,0.043478260869565216
1928.0,4,3.1,22.0,3.0,6028.0,4,13.9,Rural,266849.0,7.1,0.17391304347826086
2324.0,4,3.2,7.0,1.0,3605.0,3,11.6,Downtown,411464.0,7.2,0.375
1958.0,3,2.4,12.0,1.0,2723.0,7,3.8,Suburb,316526.0,5.4,0.5384615384615384
1463.0,4,3.2,4.0,1.0,3915.0,3,6.7,Suburb,240774.0,7.2,0.6
1999.0,3,2.3,5.0,2.0,4569.0,1,14.4,Waterfront,392423.0,5.3,0.16666666666666666
1171.0,3,1.7,0.0,2.0,3850.0,10,0.2,Downtown,317344.0,4.7,10.0
1860.0,4,3.4,45.0,2.0,3786.0,2,13.0,Suburb,275870.0,7.4,0.043478260869565216
1782.0,3,2.0,5.0,0.0,3315.0,10,23.5,Waterfront,443039.0,5.0,1.6666666666666667
1686.0,3,1.8,5.0,2.0,3965.0,4,0.3,Rural,237683.0,4.8,0.6666666666666666
1729.0,3,2.2,7.0,1.0,3888.0,1,0.4,Rural,207691.0,5.2,0.125
765.0,3,1.8,3.0,2.0,1524.0,1,3.4,Downtown,183256.0,4.8,0.25
1498.0,4,2.7,20.0,2.0,4188.0,8,0.7,Downtown,369669.0,6.7,0.38095238095238093
1851.0,2,1.9,2.0,1.0,5455.0,7,5.2,Suburb,310039.0,3.9,2.3333333333333335
1888.0,5,3.7,3.0,2.0,5970.0,8,10.4,Waterfront,525148.0,8.7,2.0
1235.0,4,2.5,21.0,3.0,4245.0,4,6.7,Suburb,280043.0,6.5,0.18181818181818182
2496.0,4,2.7,8.0,1.0,4526.0,6,1.7,Suburb,367519.0,6.7,0.6666666666666666
1324.0,3,2.8,25.0,2.0,3769.0,3,8.5,Downtown,279813.0,5.8,0.11538461538461539
2333.0,4,3.1,16.0,2.0,4915.0,8,9.2,Rural,334673.0,7.1,0.47058823529411764
2035.0,1,2.1,6.0,3.0,5611.0,4,21.6,Downtown,338806.0,3.1,0.5714285714285714
1445.0,4,3.5,21.0,1.0,3316.0,3,1.3,Suburb,271034.0,7.5,0.13636363636363635
2776.0,1,1.7,2.0,2.0,9676.0,4,9.4,Suburb,410864.0,2.7,1.3333333333333333
1143.0,4,2.2,15.0,1.0,3288.0,6,19.4,Suburb,253689.0,6.2,0.375
2306.0,5,3.9,11.0,2.0,7819.0,7,5.6,Downtown,462564.0,8.9,0.5833333333333334
2350.0,3,2.3,6.0,0.0,7333.0,7,3.6,Downtown,449802.0,5.3,1.0
1431.0,2,1.4,19.0,2.0,4689.0,4,1.5,Suburb,233126.0,3.4,0.2
2566.0,4,3.0,41.0,1.0,7886.0,8,16.1,Downtown,481027.0,7.0,0.19047619047619047
1662.0,3,2.8,100.0,1.0,3750.0,7,4.0,Suburb,280871.0,5.8,0.06930693069306931
1959.0,4,3.2,19.0,2.0,3485.0,2,20.7,Downtown,332060.0,7.2,0.1
1943.0,2,1.3,10.0,2.0,3987.0,8,15.1,Suburb,334996.0,3.3,0.7272727272727273
1726.0,2,2.1,5.0,2.0,2152.0,9,3.8,Suburb,316919.0,4.1,1.5
2246.0,5,3.2,6.0,2.0,5402.0,5,6.8,Downtown,398095.0,8.2,0.7142857142857143
2236.0,4,3.0,13.0,1.0,5281.0,4,0.2,Suburb,369257.0,7.0,0.2857142857142857
838.0,4,2.7,9.0,2.0,2018.0,4,2.4,Downtown,236772.0,6.7,0.4
2517.0,3,2.2,49.0,2.0,8659.0,4,9.9,Downtown,439415.0,5.2,0.08
886.0,4,3.3,9.0,0.0,2921.0,6,9.1,Waterfront,309510.0,7.3,0.6
2368.0,3,1.8,9.0,2.0,3722.0,4,3.5,Suburb,378100.0,4.8,0.4
2420.0,4,3.9,10.0,2.0,4957.0,7,13.2,Rural,303155.0,7.9,0.6363636363636364
1200.0,4,2.0,36.0,2.0,2610.0,7,2.2,Downtown,282225.0,6.0,0.1891891891891892
1574.0,3,2.0,21.0,2.0,3194.0,5,4.9,Suburb,245570.0,5.0,0.22727272727272727
1192.0,3,2.5,19.0,2.0,3620.0,5,5.1,Rural,200012.0,5.5,0.25
1682.0,3,2.6,8.0,0.0,4046.0,10,3.3,Suburb,368583.0,5.6,1.1111111111111112
1631.0,4,2.8,34.0,0.0,4103.0,8,24.7,Suburb,290942.0,6.8,0.22857142857142856
2229.0,2,1.7,1.0,2.0,7048.0,7,9.5,Suburb,381645.0,3.7,3.5
2521.0,4,3.1,41.0,1.0,7698.0,7,6.2,Suburb,424049.0,7.1,0.16666666666666666
2568.0,2,1.6,14.0,0.0,3862.0,6,5.7,Waterfront,507173.0,3.6,0.4
1491.0,4,3.6,10.0,1.0,4237.0,7,1.4,Rural,268750.0,7.6,0.6363636363636364
1685.0,4,3.3,14.0,2.0,3710.0,7,3.7,Waterfront,473862.0,7.3,0.4666666666666667
874.0,2,2.1,22.0,1.0,1641.0,10,8.9,Downtown,257226.0,4.1,0.43478260869565216
1357.0,2,1.2,0.0,2.0,1785.0,2,20.7,Rural,135779.0,3.2,2.0
2331.0,2,1.7,41.0,2.0,5409.0,10,13.6,Waterfront,545293.0,3.7,0.23809523809523808
2689.0,4,2.7,12.0,1.0,5425.0,2,2.9,Downtown,431460.0,6.7,0.15384615384615385
1121.0,4,2.4,8.0,2.0,1994.0,10,4.6,Downtown,304944.0,6.4,1.1111111111111112
1474.0,1,1.3,3.0,2.0,4124.0,7,0.7,Rural,219155.0,2.3,1.75
1785.0,4,2.6,12.0,2.0,5301.0,10,0.9,Suburb,356432.0,6.6,0.7692307692307693
1954.0,3,2.6,14.0,2.0,3445.0,7,5.1,Rural,269029.0,5.6,0.4666666666666667
1355.0,3,1.8,10.0,0.0,1780.0,7,6.0,Downtown,309507.0,4.8,0.6363636363636364
2033.0,5,4.4,23.0,2.0,6408.0,5,2.5,Rural,309429.0,9.4,0.20833333333333334
1539.0,3,1.9,11.0,1.0,1882.0,1,8.2,Downtown,266739.0,4.9,0.08333333333333333
1792.0,3,2.4,65.0,3.0,6013.0,2,9.7,Downtown,309472.0,5.4,0.030303030303030304
2100.0,1,1.5,18.0,2.0,5551.0,9,2.8,Downtown,461308.0,2.5,0.47368421052631576
1804.0,2,1.4,33.0,2.0,3500.0,8,11.4,Rural,244508.0,3.4,0.23529411764705882
1560.0,3,2.7,2.0,1.0,2756.0,8,1.8,Suburb,298549.0,5.7,2.6666666666666665
1740.0,1,1.0,10.0,1.0,2124.0,10,6.3,Suburb,284113.0,2.0,0.9090909090909091
1751.0,4,3.6,8.0,1.0,3050.0,1,13.0,Suburb,252181.0,7.6,0.1111111111111111
1596.0,3,2.3,17.0,2.0,2421.0,6,6.2,Rural,232410.0,5.3,0.3333333333333333
1658.0,3,2.0,39.0,1.0,4324.0,9,19.1,Suburb,272496.0,5.0,0.225
2679.0,2,1.6,2.0,2.0,4241.0,8,0.5,Rural,311107.0,3.6,2.6666666666666665
2109.0,3,2.7,2.0,1.0,5095.0,3,7.1,Suburb,313841.0,5.7,1.0
1637.0,4,2.6,38.0,3.0,4186.0,4,6.6,Suburb,268410.0,6.6,0.10256410256410256
2183.0,5,3.1,5.0,0.0,4116.0,3,8.6,Suburb,308267.0,8.1,0.5
1616.0,2,1.6,22.0,3.0,2070.0,6,14.3,Suburb,287325.0,3.6,0.2608695652173913
2445.0,4,2.3,16.0,3.0,3143.0,9,10.4,Rural,284607.0,6.3,0.5294117647058824
2003.0,3,3.2,36.0,2.0,2525.0,8,12.5,Suburb,330168.0,6.2,0.21621621621621623
1741.0,3,2.0,3.0,2.0,5049.0,10,2.7,Downtown,420157.0,5.0,2.5
2046.0,3,2.7,3.0,1.0,3952.0,4,3.9,Rural,246573.0,5.7,1.0
936.0,2,1.8,16.0,2.0,2837.0,2,7.9,Suburb,178333.0,3.8,0.11764705882352941
1180.0,2,1.2,59.0,1.0,2588.0,8,6.4,Suburb,230474.0,3.2,0.13333333333333333
1143.0,4,2.9,11.0,1.0,2562.0,8,26.0,Waterfront,357969.0,6.9,0.6666666666666666
1879.0,3,2.7,8.0,2.0,4471.0,6,1.7,Suburb,359263.0,5.7,0.6666666666666666
2753.0,5,3.4,19.0,2.0,7818.0,8,3.5,Downtown,504390.0,8.4,0.4
3027.0,3,2.9,53.0,2.0,5537.0,9,6.8,Waterfront,607522.0,5.9,0.16666666666666666
2151.0,2,2.2,36.0,1.0,3183.0,1,16.2,Suburb,248235.0,4.2,0.02702702702702703
2075.0,4,3.4,100.0,1.0,5144.0,9,21.2,Suburb,329771.0,7.4,0.0891089108910891
809.0,3,2.1,0.0,0.0,1579.0,2,3.3,Downtown,185596.0,5.1,2.0
1502.0,3,1.8,2.0,0.0,3331.0,1,0.6,Rural,198221.0,4.8,0.3333333333333333
1367.0,4,2.6,19.0,1.0,3674.0,8,4.4,Suburb,278544.0,6.6,0.4
1459.0,5,3.6,34.0,0.0,3409.0,8,4.0,Suburb,279616.0,8.6,0.22857142857142856
1708.0,4,3.2,7.0,0.0,4486.0,4,34.4,Rural,199803.0,7.2,0.5
1540.0,4,1.8,5.0,2.0,3776.0,8,4.5,Rural,251633.0,5.8,1.3333333333333333
711.0,4,2.9,31.0,0.0,2063.0,7,2.9,Downtown,252814.0,6.9,0.21875
2211.0,5,3.6,1.0,2.0,6243.0,2,3.6,Suburb,352461.0,8.6,1.0
1210.0,3,2.2,9.0,1.0,2939.0,5,4.0,Downtown,268002.0,5.2,0.5
1932.0,1,1.7,14.0,2.0,5335.0,10,13.8,Rural,262997.0,2.7,0.6666666666666666
2941.0,3,2.5,16.0,2.0,9438.0,4,0.7,Downtown,535002.0,5.5,0.23529411764705882
1294.0,2,2.4,26.0,1.0,2839.0,3,3.0,Suburb,189893.0,4.4,0.1111111111111111
500.0,4,2.8,9.0,2.0,1075.0,1,27.1,Rural,93379.0,6.8,0.1
1643.0,4,3.4,19.0,1.0,4860.0,5,1.3,Rural,256876.0,7.4,0.25
2406.0,3,3.1,18.0,2.0,6111.0,10,10.9,Suburb,413203.0,6.1,0.5263157894736842
2877.0,1,1.8,16.0,0.0,3922.0,8,3.5,Rural,312946.0,2.8,0.47058823529411764
1124.0,4,2.4,20.0,3.0,3655.0,9,7.0,Downtown,336389.0,6.4,0.42857142857142855
2073.0,3,2.2,6.0,1.0,2634.0,7,0.8,Rural,249514.0,5.2,1.0
1544.0,4,2.7,2.0,1.0,4511.0,1,2.9,Downtown,265603.0,6.7,0.3333333333333333
1742.0,3,2.5,3.0,2.0,5131.0,1,5.6,Suburb,283719.0,5.5,0.25
3254.0,3,2.6,5.0,1.0,11038.0,1,2.1,Rural,345376.0,5.6,0.16666666666666666
973.0,2,1.3,14.0,2.0,1289.0,2,6.2,Downtown,200841.0,3.3,0.13333333333333333
1940.0,2,1.7,37.0,2.0,4991.0,1,2.0,Downtown,313235.0,3.7,0.02631578947368421
2057.0,4,1.9,24.0,2.0,4493.0,4,8.4,Rural,257613.0,5.9,0.16
2397.0,5,4.2,31.0,0.0,4699.0,10,18.8,Rural,313521.0,9.2,0.3125
1854.0,4,2.6,9.0,2.0,2610.0,9,0.7,Suburb,355475.0,6.6,0.9
1969.0,2,1.7,10.0,2.0,4911.0,4,2.0,Suburb,301327.0,3.7,0.36363636363636365
1585.0,3,2.1,10.0,1.0,3648.0,4,14.9,Suburb,274331.0,5.1,0.36363636363636365
1948.0,4,3.5,4.0,0.0,2806.0,7,8.0,Downtown,355425.0,7.5,1.4
1611.0,4,1.5,1.0,1.0,4203.0,9,0.7,Suburb,349858.0,5.5,4.5
2142.0,2,1.7,18.0,3.0,6206.0,7,5.3,Downtown,456946.0,3.7,0.3684210526315789
1597.0,1,1.0,91.0,1.0,4735.0,1,1.9,Waterfront,292739.0,2.0,0.010869565217391304
2007.0,4,2.7,4.0,2.0,6588.0,1,1.8,Suburb,348538.0,6.7,0.2
1784.0,3,3.2,1.0,0.0,3821.0,4,22.6,Suburb,310147.0,6.2,2.0
2419.0,3,1.9,30.0,1.0,8205.0,4,11.5,Suburb,357366.0,4.9,0.12903225806451613
1772.0,1,1.5,6.0,2.0,5654.0,1,9.5,Waterfront,372486.0,2.5,0.14285714285714285
825.0,3,2.5,35.0,3.0,1553.0,6,2.2,Downtown,225948.0,5.5,0.16666666666666666
2494.0,4,3.5,24.0,2.0,3906.0,10,1.0,Suburb,406233.0,7.5,0.4
1302.0,5,3.2,58.0,2.0,2866.0,2,16.4,Suburb,214634.0,8.2,0.03389830508474576
1440.0,3,1.9,11.0,2.0,3059.0,5,0.2,Suburb,239127.0,4.9,0.4166666666666667
1472.0,3,2.8,22.0,0.0,3716.0,8,3.9,Downtown,350000.0,5.8,0.34782608695652173
2556.0,2,1.9,13.0,1.0,6497.0,3,2.6,Rural,293578.0,3.9,0.21428571428571427
625.0,3,1.5,20.0,2.0,1828.0,9,6.8,Waterfront,308895.0,4.5,0.42857142857142855
3526.0,3,2.0,12.0,3.0,8366.0,7,2.3,Suburb,510543.0,5.0,0.5384615384615384
2381.0,4,3.1,4.0,2.0,3431.0,9,3.0,Suburb,413000.0,7.1,1.8
1923.0,3,2.7,14.0,1.0,6104.0,1,15.2,Waterfront,402132.0,5.7,0.06666666666666667
1770.0,2,1.4,15.0,1.0,3385.0,5,7.4,Rural,232978.0,3.4,0.3125
1957.0,2,1.0,33.0,1.0,6720.0,3,1.3,Downtown,361977.0,3.0,0.08823529411764706
2087.0,3,2.6,27.0,3.0,3070.0,4,10.4,Suburb,286800.0,5.6,0.14285714285714285
2155.0,2,1.1,22.0,2.0,7336.0,4,1.9,Suburb,328608.0,3.1,0.17391304347826086
2106.0,2,1.0,2.0,2.0,2968.0,7,4.5,Suburb,375783.0,3.0,2.3333333333333335
1849.0,5,2.1,26.0,1.0,3201.0,10,8.3,Rural,276692.0,7.1,0.37037037037037035
1691.0,3,2.7,14.0,2.0,2210.0,8,2.5,Waterfront,406103.0,5.7,0.5333333333333333
1717.0,3,2.4,45.0,2.0,4845.0,10,3.9,Waterfront,442438.0,5.4,0.21739130434782608
1693.0,4,2.8,50.0,1.0,5343.0,5,10.6,Suburb,286945.0,6.8,0.09803921568627451
2424.0,5,4.2,1.0,2.0,5329.0,10,22.2,Downtown,477426.0,9.2,5.0
2126.0,3,2.6,34.0,0.0,7091.0,7,6.0,Waterfront,487091.0,5.6,0.2
500.0,4,3.7,1.0,0.0,1279.0,3,0.2,Rural,162958.0,7.7,1.5
2161.0,3,1.6,9.0,2.0,5725.0,3,3.3,Downtown,373819.0,4.6,0.3
1907.0,3,2.3,16.0,2.0,5996.0,3,4.1,Waterfront,450999.0,5.3,0.17647058823529413
1790.0,3,1.5,3.0,1.0,3370.0,4,3.3,Rural,232918.0,4.5,1.0
